k, ca, no3, nh4
2.44, 1.692, 1.393, 2.055
2.163, 1.626, 1.675, 1.767
2.317, 1.671, 1.515, 1.933
2.48, 1.702, 1.356, 2.085
2.345, 1.689, 1.463, 1.957
2.37, 1.684, 1.455, 1.971
2.394, 1.697, 1.444, 2.011
2.135, 1.626, 1.69, 1.756
2.4, 1.677, 1.449, 2.013
2.49, 1.712, 1.342, 2.091
2.49, 1.713, 1.342, 2.091
2.133, 1.625, 1.689, 1.753
2.442, 1.704, 1.376, 2.05
2.359, 1.689, 1.473, 1.983
2.471, 1.716, 1.321, 2.065
2.44, 1.694, 1.394, 2.056
2.443, 1.709, 1.352, 2.04
2.356, 1.69, 1.474, 1.981
2.46, 1.708, 1.372, 2.065
2.46, 1.703, 1.378, 2.055
2.462, 1.712, 1.365, 2.069
2.47, 1.7, 1.373, 2.074
2.48, 1.709, 1.356, 2.08
2.491, 1.713, 1.324, 2.09
2.49, 1.708, 1.341, 2.097
2.423, 1.697, 1.4, 2.031
2.14, 1.625, 1.668, 1.746
2.36, 1.683, 1.48, 1.973
2.252, 1.655, 1.576, 1.879
2.423, 1.703, 1.411, 2.036
2.457, 1.714, 1.336, 2.056
2.25, 1.656, 1.595, 1.869
2.14, 1.615, 1.709, 1.747
2.42, 1.698, 1.416, 2.03
2.49, 1.697, 1.331, 2.075
2.46, 1.708, 1.356, 2.064
2.48, 1.709, 1.355, 2.078
2.32, 1.672, 1.518, 1.929
2.14, 1.615, 1.701, 1.752
2.25, 1.654, 1.601, 1.846
2.37, 1.681, 1.452, 1.971
2.44, 1.703, 1.391, 2.047
2.48, 1.708, 1.356, 2.078
2.25, 1.654, 1.6, 1.851
2.48, 1.708, 1.337, 2.078
2.422, 1.698, 1.405, 2.031
2.44, 1.711, 1.352, 2.041
2.25, 1.655, 1.6, 1.854
2.515, 1.716, 1.322, 2.116
2.491, 1.712, 1.325, 2.089
2.36, 1.683, 1.478, 1.975
2.299, 1.677, 1.512, 1.913
2.515, 1.716, 1.319, 2.116
2.44, 1.693, 1.395, 2.057
2.44, 1.703, 1.391, 2.047
2.457, 1.715, 1.336, 2.055
2.45, 1.694, 1.395, 2.056
2.48, 1.703, 1.356, 2.085
2.397, 1.696, 1.44, 2.011
2.392, 1.69, 1.466, 2.012
2.397, 1.695, 1.44, 2.012
2.43, 1.697, 1.391, 2.025
2.445, 1.703, 1.375, 2.05
2.25, 1.656, 1.601, 1.851
2.25, 1.654, 1.602, 1.852
2.423, 1.698, 1.4, 2.031
2.49, 1.698, 1.332, 2.075
2.491, 1.713, 1.326, 2.089
2.4, 1.691, 1.417, 2
2.402, 1.689, 1.425, 2.008
2.404, 1.703, 1.4, 2.009
2.48, 1.711, 1.356, 2.081
2.43, 1.697, 1.391, 2.027
2.408, 1.705, 1.397, 2.006
2.36, 1.664, 1.488, 1.982
2.422, 1.703, 1.409, 2.035
2.182, 1.645, 1.701, 1.813
2.26, 1.658, 1.596, 1.869
2.42, 1.695, 1.389, 2.025
2.44, 1.702, 1.391, 2.049
2.451, 1.7, 1.399, 2.063
2.48, 1.703, 1.356, 2.086
2.42, 1.686, 1.419, 2.035
2.264, 1.65, 1.571, 1.874
2.43, 1.697, 1.391, 2.025
2.36, 1.683, 1.476, 1.974
2.424, 1.697, 1.4, 2.031
2.49, 1.7, 1.331, 2.074
2.49, 1.713, 1.341, 2.091
2.43, 1.695, 1.389, 2.026
2.359, 1.689, 1.473, 1.981
2.158, 1.618, 1.69, 1.763
2.46, 1.706, 1.373, 2.066
2.402, 1.69, 1.427, 2.01
2.37, 1.683, 1.453, 1.972
2.4, 1.69, 1.417, 2.002
2.445, 1.701, 1.376, 2.05
2.447, 1.709, 1.387, 2.056
2.46, 1.704, 1.372, 2.078
2.47, 1.699, 1.373, 2.074
2.402, 1.689, 1.424, 2.009
2.312, 1.675, 1.517, 1.937
2.133, 1.626, 1.688, 1.756
2.492, 1.709, 1.323, 2.088
2.422, 1.696, 1.425, 2.041
2.45, 1.694, 1.396, 2.058
2.394, 1.692, 1.435, 2.011
2.37, 1.684, 1.453, 1.973
2.44, 1.704, 1.391, 2.049
2.43, 1.695, 1.389, 2.025
2.462, 1.714, 1.371, 2.071
2.42, 1.696, 1.425, 2.018
2.422, 1.696, 1.425, 2.041
2.402, 1.703, 1.401, 2.01
2.259, 1.656, 1.574, 1.879
2.25, 1.654, 1.6, 1.847
2.357, 1.69, 1.472, 1.981
2.47, 1.7, 1.376, 2.074
2.133, 1.626, 1.689, 1.755
2.286, 1.66, 1.576, 1.913
2.446, 1.701, 1.375, 2.049
2.348, 1.675, 1.517, 1.969
2.25, 1.655, 1.604, 1.849
2.471, 1.716, 1.321, 2.065
2.135, 1.626, 1.687, 1.757
2.424, 1.697, 1.401, 2.031
2.46, 1.706, 1.373, 2.065
2.423, 1.699, 1.4, 2.032
2.179, 1.642, 1.683, 1.8
2.44, 1.711, 1.351, 2.041
2.14, 1.626, 1.668, 1.747
2.49, 1.708, 1.34, 2.097
2.397, 1.694, 1.439, 2.012
2.39, 1.691, 1.453, 1.994
2.26, 1.656, 1.596, 1.868
2.18, 1.641, 1.687, 1.799
2.462, 1.706, 1.354, 2.063
2.396, 1.69, 1.466, 2.016
2.479, 1.709, 1.336, 2.078
2.347, 1.676, 1.513, 1.971
2.44, 1.703, 1.402, 2.039
2.46, 1.707, 1.376, 2.066
2.423, 1.697, 1.4, 2.032
2.403, 1.689, 1.425, 2.011
2.442, 1.711, 1.351, 2.042
2.26, 1.655, 1.586, 1.87
2.348, 1.677, 1.518, 1.973
2.25, 1.654, 1.6, 1.851
2.422, 1.695, 1.427, 2.041
2.286, 1.658, 1.576, 1.913
2.48, 1.704, 1.358, 2.086
2.402, 1.702, 1.398, 2.009
2.46, 1.699, 1.347, 2.055
2.48, 1.709, 1.352, 2.078
2.47, 1.698, 1.373, 2.072
2.48, 1.703, 1.356, 2.085
2.515, 1.712, 1.32, 2.115
2.403, 1.689, 1.426, 2.009
2.377, 1.697, 1.427, 1.986
2.458, 1.715, 1.335, 2.055
2.287, 1.658, 1.573, 1.912
2.133, 1.626, 1.689, 1.757
2.44, 1.694, 1.396, 2.055
2.46, 1.707, 1.372, 2.066
2.504, 1.712, 1.332, 2.108
2.44, 1.7, 1.368, 2.045
2.491, 1.714, 1.322, 2.089
2.348, 1.677, 1.515, 1.97
2.424, 1.702, 1.411, 2.035
2.42, 1.694, 1.425, 2.018
2.47, 1.717, 1.321, 2.064
2.25, 1.653, 1.606, 1.842
2.349, 1.676, 1.515, 1.971
2.42, 1.698, 1.416, 2.031
2.44, 1.704, 1.393, 2.049
2.489, 1.708, 1.35, 2.095
2.32, 1.672, 1.519, 1.929
2.47, 1.694, 1.347, 2.064
2.13, 1.621, 1.705, 1.72
2.492, 1.714, 1.323, 2.089
2.402, 1.689, 1.425, 2.01
2.491, 1.71, 1.325, 2.086
2.42, 1.696, 1.426, 2.019
2.39, 1.694, 1.446, 2.007
2.44, 1.693, 1.395, 2.056
2.446, 1.706, 1.386, 2.056
2.424, 1.708, 1.375, 2.025
2.32, 1.674, 1.538, 1.918
2.423, 1.699, 1.401, 2.031
2.42, 1.696, 1.425, 2.02
2.133, 1.625, 1.69, 1.754
2.48, 1.703, 1.356, 2.086
2.378, 1.698, 1.427, 1.986
2.15, 1.625, 1.669, 1.746
2.446, 1.707, 1.387, 2.056
2.42, 1.687, 1.419, 2.036
2.504, 1.712, 1.332, 2.108
2.14, 1.625, 1.668, 1.749
2.4, 1.678, 1.449, 2.012
2.4, 1.677, 1.451, 2.014
2.444, 1.701, 1.376, 2.049
2.461, 1.708, 1.355, 2.065
2.286, 1.659, 1.574, 1.913
2.42, 1.686, 1.421, 2.037
2.134, 1.626, 1.687, 1.756
2.361, 1.686, 1.471, 1.982
2.389, 1.689, 1.463, 2.011
2.481, 1.709, 1.336, 2.076
2.3, 1.679, 1.511, 1.912
2.48, 1.708, 1.351, 2.08
2.286, 1.657, 1.576, 1.913
2.461, 1.706, 1.355, 2.064
2.48, 1.703, 1.358, 2.086
2.26, 1.644, 1.565, 1.868
2.515, 1.714, 1.319, 2.116
2.491, 1.718, 1.333, 2.094
2.134, 1.625, 1.687, 1.756
2.492, 1.711, 1.323, 2.089
2.133, 1.626, 1.689, 1.757
2.42, 1.694, 1.425, 2.019
2.311, 1.676, 1.534, 1.937
2.491, 1.714, 1.324, 2.088
2.31, 1.671, 1.535, 1.923
2.366, 1.681, 1.467, 1.978
2.25, 1.654, 1.598, 1.852
2.32, 1.67, 1.524, 1.932
2.462, 1.707, 1.354, 2.065
2.348, 1.677, 1.515, 1.972
2.32, 1.672, 1.513, 1.935
2.403, 1.69, 1.425, 2.009
2.32, 1.671, 1.526, 1.932
2.396, 1.697, 1.441, 2.012
2.491, 1.712, 1.324, 2.089
2.286, 1.66, 1.576, 1.913
2.49, 1.708, 1.342, 2.097
2.349, 1.679, 1.516, 1.973
2.257, 1.654, 1.576, 1.878
2.323, 1.672, 1.513, 1.935
2.491, 1.712, 1.323, 2.087
2.47, 1.708, 1.361, 2.065
2.36, 1.683, 1.453, 1.972
2.45, 1.694, 1.397, 2.056
2.42, 1.687, 1.419, 2.036
2.39, 1.692, 1.444, 2.006
2.187, 1.644, 1.695, 1.801
2.392, 1.689, 1.466, 2.012
2.44, 1.703, 1.395, 2.05
2.424, 1.708, 1.376, 2.027
2.422, 1.698, 1.404, 2.031
2.481, 1.716, 1.351, 2.085
2.446, 1.708, 1.386, 2.055
2.491, 1.712, 1.323, 2.089
2.44, 1.694, 1.395, 2.055
2.32, 1.672, 1.496, 1.93
2.423, 1.698, 1.4, 2.03
2.445, 1.702, 1.376, 2.05
2.49, 1.708, 1.342, 2.097
2.391, 1.686, 1.464, 2.01
2.37, 1.683, 1.452, 1.97
2.442, 1.703, 1.376, 2.049
2.26, 1.654, 1.59, 1.869
2.491, 1.717, 1.331, 2.094
2.479, 1.709, 1.336, 2.077
2.402, 1.688, 1.425, 2.01
2.504, 1.714, 1.332, 2.108
2.4, 1.69, 1.428, 2.011
2.44, 1.694, 1.396, 2.056
2.43, 1.695, 1.391, 2.025
2.452, 1.7, 1.4, 2.064
2.32, 1.672, 1.538, 1.918
2.458, 1.714, 1.334, 2.053
2.44, 1.694, 1.396, 2.056
2.48, 1.709, 1.354, 2.081
2.424, 1.706, 1.375, 2.026
2.515, 1.713, 1.32, 2.117
2.44, 1.694, 1.394, 2.055
2.425, 1.698, 1.401, 2.031
2.39, 1.692, 1.453, 1.995
2.44, 1.7, 1.367, 2.045
2.504, 1.714, 1.333, 2.108
2.133, 1.626, 1.688, 1.756
2.377, 1.698, 1.427, 1.986
2.377, 1.697, 1.428, 1.987
2.4, 1.673, 1.449, 2.014
2.49, 1.709, 1.325, 2.088
2.422, 1.699, 1.4, 2.031
2.42, 1.698, 1.414, 2.028
2.48, 1.71, 1.355, 2.078
2.237, 1.661, 1.573, 1.849
2.135, 1.625, 1.687, 1.758
2.48, 1.704, 1.356, 2.086
2.491, 1.709, 1.351, 2.097
2.46, 1.705, 1.373, 2.065
2.26, 1.646, 1.564, 1.868
2.513, 1.712, 1.322, 2.116
2.44, 1.701, 1.391, 2.046
2.179, 1.64, 1.684, 1.799
2.424, 1.709, 1.375, 2.027
2.39, 1.691, 1.445, 2.006
2.309, 1.675, 1.525, 1.937
2.46, 1.698, 1.348, 2.056
2.442, 1.711, 1.353, 2.041
2.133, 1.625, 1.688, 1.755
2.44, 1.693, 1.392, 2.055
2.46, 1.705, 1.379, 2.055
2.163, 1.622, 1.678, 1.766
2.422, 1.699, 1.427, 2.042
2.31, 1.673, 1.535, 1.919
2.515, 1.715, 1.319, 2.116
2.461, 1.706, 1.354, 2.064
2.462, 1.705, 1.354, 2.063
2.377, 1.696, 1.427, 1.986
2.46, 1.707, 1.354, 2.064
2.36, 1.681, 1.48, 1.974
2.43, 1.697, 1.391, 2.026
2.47, 1.694, 1.345, 2.063
2.514, 1.713, 1.319, 2.117
2.31, 1.673, 1.538, 1.918
2.392, 1.688, 1.464, 2.011
2.378, 1.7, 1.427, 1.986
2.39, 1.692, 1.445, 2.006
2.47, 1.697, 1.372, 2.074
2.187, 1.645, 1.694, 1.799
2.39, 1.69, 1.453, 1.994
2.44, 1.694, 1.396, 2.055
2.133, 1.625, 1.688, 1.755
2.445, 1.7, 1.375, 2.049
2.4, 1.689, 1.419, 2.001
2.49, 1.713, 1.341, 2.089
2.452, 1.698, 1.4, 2.062
2.255, 1.655, 1.577, 1.88
2.481, 1.708, 1.336, 2.077
2.47, 1.707, 1.362, 2.067
2.318, 1.673, 1.518, 1.935
2.49, 1.713, 1.323, 2.088
2.479, 1.709, 1.337, 2.078
2.36, 1.683, 1.477, 1.973
2.42, 1.698, 1.416, 2.03
2.44, 1.693, 1.396, 2.056
2.392, 1.688, 1.463, 2.012
2.442, 1.703, 1.376, 2.049
2.424, 1.699, 1.404, 2.031
2.177, 1.64, 1.683, 1.802
2.505, 1.714, 1.331, 2.108
2.514, 1.714, 1.321, 2.116
2.37, 1.68, 1.451, 1.972
2.44, 1.693, 1.395, 2.056
2.25, 1.656, 1.588, 1.868
2.443, 1.714, 1.352, 2.041
2.423, 1.699, 1.399, 2.031
2.491, 1.712, 1.326, 2.089
2.43, 1.697, 1.389, 2.026
2.36, 1.666, 1.486, 1.981
2.285, 1.66, 1.576, 1.91
2.25, 1.655, 1.602, 1.846
2.121, 1.634, 1.678, 1.727
2.134, 1.625, 1.69, 1.753
2.424, 1.696, 1.401, 2.032
2.473, 1.716, 1.322, 2.064
2.32, 1.67, 1.518, 1.933
2.493, 1.711, 1.324, 2.089
2.4, 1.678, 1.449, 2.012
2.4, 1.677, 1.449, 2.015
2.159, 1.624, 1.678, 1.767
2.44, 1.703, 1.39, 2.049
2.4, 1.678, 1.449, 2.015
2.442, 1.711, 1.351, 2.041
2.462, 1.713, 1.366, 2.07
2.48, 1.703, 1.357, 2.086
2.46, 1.705, 1.38, 2.053
2.44, 1.694, 1.397, 2.055
2.48, 1.703, 1.356, 2.086
2.123, 1.636, 1.68, 1.732
2.423, 1.698, 1.4, 2.031
2.39, 1.688, 1.453, 1.996
2.515, 1.714, 1.32, 2.118
2.462, 1.714, 1.367, 2.07
2.178, 1.64, 1.684, 1.8
2.468, 1.705, 1.373, 2.081
2.491, 1.714, 1.322, 2.089
2.25, 1.654, 1.602, 1.852
2.319, 1.671, 1.517, 1.937
2.44, 1.693, 1.395, 2.056
2.403, 1.693, 1.426, 2.009
2.158, 1.62, 1.673, 1.767
2.15, 1.628, 1.676, 1.741
2.367, 1.683, 1.469, 1.977
2.39, 1.692, 1.453, 1.994
2.422, 1.703, 1.412, 2.035
2.402, 1.703, 1.399, 2.009
2.424, 1.699, 1.401, 2.031
2.134, 1.625, 1.688, 1.756
2.37, 1.683, 1.452, 1.969
2.469, 1.703, 1.375, 2.08
2.32, 1.671, 1.526, 1.934
2.25, 1.653, 1.601, 1.855
2.396, 1.695, 1.439, 2.012
2.42, 1.687, 1.419, 2.036
2.422, 1.697, 1.425, 2.041
2.463, 1.706, 1.356, 2.066
2.255, 1.656, 1.576, 1.879
2.392, 1.689, 1.468, 2.012
2.42, 1.686, 1.42, 2.036
2.134, 1.626, 1.689, 1.756
2.162, 1.62, 1.681, 1.767
2.46, 1.698, 1.347, 2.055
2.32, 1.673, 1.526, 1.932
2.393, 1.688, 1.467, 2.011
2.48, 1.703, 1.358, 2.087
2.44, 1.703, 1.393, 2.05
2.369, 1.679, 1.472, 1.977
2.36, 1.684, 1.478, 1.974
2.36, 1.664, 1.489, 1.982
2.46, 1.698, 1.348, 2.056
2.176, 1.64, 1.683, 1.8
2.403, 1.69, 1.425, 2.008
2.49, 1.71, 1.35, 2.097
2.4, 1.69, 1.417, 2.001
2.48, 1.702, 1.357, 2.085
2.389, 1.69, 1.464, 2.011
2.13, 1.621, 1.702, 1.714
2.462, 1.714, 1.369, 2.073
2.32, 1.67, 1.518, 1.928
2.504, 1.712, 1.333, 2.108
2.235, 1.662, 1.576, 1.849
2.491, 1.717, 1.333, 2.095
2.446, 1.701, 1.376, 2.049
2.423, 1.698, 1.402, 2.031
2.4, 1.676, 1.449, 2.014
2.443, 1.709, 1.354, 2.042
2.513, 1.714, 1.321, 2.116
2.36, 1.665, 1.488, 1.979
2.26, 1.654, 1.587, 1.868
2.479, 1.714, 1.35, 2.085
2.42, 1.698, 1.416, 2.031
2.4, 1.675, 1.449, 2.013
2.377, 1.698, 1.427, 1.986
2.25, 1.655, 1.592, 1.869
2.309, 1.675, 1.522, 1.937
2.492, 1.714, 1.321, 2.087
2.133, 1.628, 1.689, 1.756
2.14, 1.614, 1.703, 1.752
2.403, 1.703, 1.4, 2.009
2.45, 1.694, 1.395, 2.056
2.286, 1.659, 1.573, 1.91
2.44, 1.703, 1.392, 2.048
2.458, 1.714, 1.337, 2.055
2.133, 1.626, 1.687, 1.756
2.47, 1.697, 1.372, 2.074
2.443, 1.703, 1.375, 2.05
2.443, 1.704, 1.376, 2.051
2.42, 1.686, 1.42, 2.036
2.441, 1.711, 1.352, 2.041
2.46, 1.707, 1.373, 2.066
2.394, 1.687, 1.465, 2.016
2.26, 1.651, 1.562, 1.865
2.13, 1.621, 1.708, 1.721
2.403, 1.703, 1.4, 2.007
2.49, 1.712, 1.342, 2.09
2.48, 1.709, 1.353, 2.08
2.492, 1.713, 1.324, 2.089
2.462, 1.705, 1.354, 2.064
2.46, 1.706, 1.374, 2.066
2.505, 1.712, 1.332, 2.109
2.134, 1.626, 1.689, 1.754
2.285, 1.659, 1.579, 1.913
2.44, 1.704, 1.394, 2.05
2.36, 1.665, 1.485, 1.982
2.31, 1.671, 1.536, 1.918
2.4, 1.676, 1.449, 2.014
2.132, 1.626, 1.689, 1.754
2.471, 1.716, 1.318, 2.064
2.301, 1.679, 1.512, 1.914
2.423, 1.697, 1.399, 2.031
2.42, 1.686, 1.419, 2.036
2.479, 1.708, 1.337, 2.078
2.39, 1.689, 1.453, 1.995
2.44, 1.694, 1.395, 2.056
2.515, 1.713, 1.32, 2.116
2.471, 1.716, 1.321, 2.066
2.402, 1.69, 1.425, 2.01
2.46, 1.705, 1.372, 2.064
2.31, 1.67, 1.535, 1.918
2.402, 1.688, 1.425, 2.009
2.36, 1.683, 1.488, 1.962
2.36, 1.665, 1.487, 1.983
2.471, 1.716, 1.32, 2.066
2.441, 1.711, 1.351, 2.042
2.472, 1.716, 1.317, 2.065
2.389, 1.688, 1.464, 2.012
2.392, 1.688, 1.464, 2.01
2.422, 1.703, 1.411, 2.036
2.403, 1.703, 1.398, 2.009
2.42, 1.686, 1.421, 2.035
2.158, 1.621, 1.671, 1.767
2.442, 1.709, 1.351, 2.041
2.324, 1.67, 1.512, 1.934
2.284, 1.661, 1.581, 1.914
2.48, 1.709, 1.336, 2.077
2.442, 1.71, 1.351, 2.042
2.44, 1.694, 1.395, 2.055
2.47, 1.694, 1.346, 2.064
2.44, 1.703, 1.391, 2.049
2.515, 1.714, 1.32, 2.116
2.237, 1.663, 1.576, 1.849
2.444, 1.705, 1.376, 2.05
2.516, 1.712, 1.319, 2.117
2.49, 1.707, 1.352, 2.096
2.471, 1.716, 1.318, 2.066
2.366, 1.682, 1.468, 1.978
2.44, 1.703, 1.392, 2.049
2.444, 1.702, 1.376, 2.05
2.47, 1.694, 1.345, 2.063
2.4, 1.689, 1.418, 2.001
2.158, 1.62, 1.672, 1.767
2.463, 1.705, 1.358, 2.064
2.39, 1.69, 1.445, 2.006
2.446, 1.708, 1.386, 2.055
2.32, 1.673, 1.528, 1.932
2.323, 1.673, 1.513, 1.959
2.43, 1.695, 1.391, 2.026
2.36, 1.664, 1.488, 1.982
2.442, 1.712, 1.353, 2.042
2.407, 1.708, 1.4, 2.008
2.504, 1.712, 1.334, 2.11
2.443, 1.711, 1.353, 2.041
2.237, 1.662, 1.576, 1.851
2.345, 1.689, 1.462, 1.957
2.515, 1.713, 1.32, 2.117
2.443, 1.71, 1.355, 2.042
2.445, 1.702, 1.376, 2.05
2.424, 1.706, 1.373, 2.026
2.36, 1.663, 1.485, 1.981
2.133, 1.626, 1.688, 1.756
2.44, 1.701, 1.365, 2.045
2.48, 1.703, 1.328, 2.067
2.4, 1.692, 1.447, 2.006
2.133, 1.625, 1.687, 1.755
2.158, 1.623, 1.673, 1.767
2.162, 1.622, 1.679, 1.766
2.515, 1.715, 1.317, 2.118
2.46, 1.699, 1.371, 2.079
2.133, 1.625, 1.688, 1.757
2.471, 1.716, 1.321, 2.066
2.44, 1.692, 1.395, 2.055
2.256, 1.655, 1.573, 1.879
2.49, 1.698, 1.331, 2.074
2.44, 1.701, 1.368, 2.045
2.12, 1.635, 1.679, 1.728
2.42, 1.695, 1.426, 2.02
2.49, 1.71, 1.325, 2.09
2.14, 1.626, 1.669, 1.749
2.462, 1.712, 1.366, 2.071
2.36, 1.682, 1.489, 1.962
2.43, 1.697, 1.39, 2.027
2.46, 1.699, 1.347, 2.056
2.378, 1.699, 1.426, 1.981
2.442, 1.711, 1.352, 2.04
2.397, 1.693, 1.43, 2.01
2.44, 1.689, 1.394, 2.056
2.46, 1.704, 1.381, 2.055
2.36, 1.665, 1.487, 1.983
2.48, 1.709, 1.336, 2.077
2.462, 1.705, 1.356, 2.065
2.42, 1.689, 1.421, 2.036
2.479, 1.714, 1.351, 2.085
2.376, 1.665, 1.491, 1.948
2.377, 1.697, 1.427, 1.987
2.404, 1.703, 1.398, 2.008
2.442, 1.714, 1.354, 2.041
2.44, 1.702, 1.392, 2.048
2.47, 1.697, 1.375, 2.074
2.46, 1.698, 1.347, 2.055
2.236, 1.661, 1.576, 1.849
2.513, 1.717, 1.321, 2.116
2.446, 1.701, 1.375, 2.05
2.422, 1.698, 1.4, 2.031
2.49, 1.708, 1.341, 2.097
2.46, 1.699, 1.348, 2.056
2.402, 1.691, 1.426, 2.011
2.491, 1.717, 1.331, 2.095
2.462, 1.704, 1.356, 2.064
2.447, 1.709, 1.387, 2.056
2.121, 1.638, 1.668, 1.723
2.445, 1.702, 1.375, 2.05
2.36, 1.683, 1.489, 1.963
2.32, 1.673, 1.529, 1.933
2.513, 1.713, 1.316, 2.115
2.31, 1.675, 1.538, 1.918
2.48, 1.709, 1.356, 2.077
2.314, 1.675, 1.518, 1.939
2.442, 1.711, 1.353, 2.042
2.13, 1.625, 1.686, 1.762
2.353, 1.689, 1.474, 1.981
2.42, 1.687, 1.417, 2.038
2.4, 1.677, 1.448, 2.014
2.121, 1.632, 1.678, 1.733
2.44, 1.711, 1.353, 2.042
2.377, 1.697, 1.426, 1.986
2.43, 1.697, 1.39, 2.027
2.31, 1.672, 1.532, 1.921
2.43, 1.697, 1.389, 2.025
2.444, 1.702, 1.376, 2.049
2.32, 1.673, 1.535, 1.92
2.515, 1.714, 1.32, 2.117
2.4, 1.676, 1.449, 2.014
2.402, 1.703, 1.399, 2.008
2.503, 1.714, 1.333, 2.108
2.4, 1.691, 1.445, 2.007
2.471, 1.716, 1.321, 2.065
2.394, 1.689, 1.467, 2.011
2.49, 1.697, 1.332, 2.074
2.49, 1.698, 1.331, 2.072
2.423, 1.702, 1.41, 2.035
2.49, 1.707, 1.35, 2.095
2.481, 1.715, 1.352, 2.084
2.39, 1.692, 1.453, 1.994
2.157, 1.615, 1.69, 1.761
2.32, 1.67, 1.526, 1.932
2.14, 1.624, 1.664, 1.752
2.515, 1.714, 1.318, 2.118
2.492, 1.712, 1.324, 2.086
2.134, 1.625, 1.694, 1.752
2.504, 1.711, 1.332, 2.106
2.256, 1.656, 1.576, 1.878
2.158, 1.62, 1.673, 1.766
2.491, 1.712, 1.323, 2.088
2.515, 1.716, 1.318, 2.116
2.378, 1.697, 1.426, 1.986
2.4, 1.676, 1.449, 2.014
2.43, 1.698, 1.391, 2.027
2.491, 1.719, 1.335, 2.096
2.47, 1.7, 1.375, 2.072
2.48, 1.711, 1.356, 2.08
2.309, 1.673, 1.518, 1.939
2.36, 1.684, 1.477, 1.973
2.504, 1.711, 1.334, 2.108
2.49, 1.711, 1.325, 2.089
2.4, 1.676, 1.449, 2.013
2.47, 1.708, 1.361, 2.067
2.4, 1.691, 1.445, 2.007
2.42, 1.695, 1.426, 2.019
2.48, 1.707, 1.337, 2.078
2.441, 1.711, 1.351, 2.041
2.48, 1.703, 1.356, 2.086
2.309, 1.675, 1.521, 1.937
2.403, 1.689, 1.424, 2.009
2.403, 1.703, 1.401, 2.01
2.159, 1.625, 1.675, 1.768
2.491, 1.712, 1.323, 2.089
2.44, 1.694, 1.392, 2.056
2.46, 1.706, 1.371, 2.066
2.452, 1.701, 1.4, 2.065
2.392, 1.69, 1.467, 2.012
2.49, 1.713, 1.339, 2.092
2.48, 1.704, 1.357, 2.085
2.25, 1.654, 1.605, 1.844
2.44, 1.692, 1.395, 2.056
2.389, 1.686, 1.463, 2.012
2.49, 1.708, 1.342, 2.099
2.364, 1.681, 1.469, 1.978
2.4, 1.676, 1.449, 2.016
2.504, 1.712, 1.333, 2.108
2.4, 1.692, 1.419, 2.001
2.25, 1.654, 1.578, 1.88
2.47, 1.709, 1.361, 2.065
2.134, 1.626, 1.689, 1.758
2.43, 1.697, 1.391, 2.028
2.134, 1.625, 1.692, 1.753
2.47, 1.697, 1.373, 2.073
2.346, 1.689, 1.463, 1.957
2.49, 1.708, 1.346, 2.08
2.392, 1.69, 1.466, 2.011
2.37, 1.683, 1.454, 1.97
2.515, 1.714, 1.32, 2.114
2.49, 1.708, 1.342, 2.099
2.468, 1.705, 1.373, 2.08
2.46, 1.705, 1.373, 2.065
2.348, 1.675, 1.513, 1.971
2.387, 1.687, 1.465, 2.012
2.134, 1.625, 1.689, 1.756
2.44, 1.692, 1.395, 2.055
2.44, 1.693, 1.396, 2.056
2.346, 1.69, 1.463, 1.957
2.4, 1.691, 1.418, 2.001
2.4, 1.691, 1.417, 2.001
2.45, 1.695, 1.395, 2.057
2.48, 1.703, 1.356, 2.087
2.36, 1.664, 1.489, 1.983
2.12, 1.632, 1.678, 1.732
2.515, 1.712, 1.318, 2.115
2.392, 1.688, 1.465, 2.011
2.47, 1.706, 1.361, 2.064
2.25, 1.655, 1.58, 1.872
2.345, 1.689, 1.463, 1.957
2.43, 1.697, 1.39, 2.025
2.393, 1.688, 1.467, 2.011
2.469, 1.704, 1.37, 2.08
2.48, 1.703, 1.356, 2.086
2.424, 1.698, 1.4, 2.032
2.36, 1.665, 1.486, 1.982
2.267, 1.651, 1.576, 1.876
2.236, 1.664, 1.574, 1.848
2.443, 1.709, 1.353, 2.042
2.37, 1.682, 1.452, 1.97
2.26, 1.654, 1.581, 1.874
2.236, 1.664, 1.571, 1.848
2.472, 1.717, 1.32, 2.066
2.3, 1.678, 1.512, 1.913
2.462, 1.707, 1.356, 2.064
2.44, 1.704, 1.402, 2.039
2.13, 1.618, 1.7, 1.709
2.441, 1.711, 1.351, 2.042
2.446, 1.707, 1.385, 2.056
2.36, 1.683, 1.478, 1.974
2.32, 1.672, 1.521, 1.923
2.32, 1.673, 1.519, 1.923
2.515, 1.712, 1.32, 2.116
2.446, 1.703, 1.374, 2.048
2.46, 1.698, 1.347, 2.055
2.42, 1.694, 1.426, 2.02
2.48, 1.703, 1.356, 2.086
2.514, 1.712, 1.319, 2.116
2.42, 1.685, 1.419, 2.036
2.4, 1.69, 1.418, 2.002
2.444, 1.703, 1.376, 2.05
2.393, 1.692, 1.468, 2.012
2.36, 1.684, 1.488, 1.962
2.313, 1.676, 1.516, 1.937
2.394, 1.689, 1.468, 2.012
2.514, 1.714, 1.32, 2.118
2.48, 1.708, 1.336, 2.076
2.121, 1.637, 1.673, 1.723
2.14, 1.628, 1.688, 1.761
2.4, 1.692, 1.42, 2.003
2.493, 1.711, 1.322, 2.089
